huspacy ner == emagyar ner,husoacy ner,emagyar ner,huspacy token,emagyar token
False,|B-ORG|,|O|,|ELNÖK|,|ELNÖK|
False,|B-MISC|,|B-ORG|,|Országgyűlés|,|Országgyűlés|
False,|B-PER|,|O|,|Napirend|,|Napirend|
False,|I-PER|,|O|,|utáni|,|utáni|
False,|O|,|B-LOC|,|Miskolc|,|Miskolc|
False,|B-ORG|,|O|,|HEGEDÜS|,|HEGEDÜS|
False,|I-ORG|,|O|,|ANDREA|,|ANDREA|
False,|B-ORG|,|O|,|DK|,|DK|
False,|O|,|B-PER|,|Elnök|,|Elnök|
False,|B-PER|,|I-PER|,|Úr|,|Úr|
False,|B-PER|,|B-ORG|,|Ház|,|Ház|
False,|B-LOC|,|O|,|Kánaánt|,|Kánaánt|
False,|B-ORG|,|O|,|Miskolcnak|,|Miskolcnak|
False,|B-MISC|,|B-PER|,|Zöld|,|Zöld|
False,|I-MISC|,|I-PER|,|Nyíl|,|Nyíl|
False,|B-PER|,|O|,|Csöbör|,|Csöbör|
False,|B-PER|,|O|,|Hubay|,|Hubay|
False,|O|,|B-LOC|,|Miskolc|,|Miskolc|
False,|B-MISC|,|B-ORG|,|Országgyűlés|,|Országgyűlés|
False,|B-PER|,|O|,|BENCZE|,|BENCZE|
False,|I-PER|,|O|,|JÁNOS|,|JÁNOS|
False,|B-ORG|,|O|,|Jobbik|,|Jobbik|
False,|O|,|B-PER|,|Elnök|,|Elnök|
False,|B-PER|,|I-PER|,|Úr|,|Úr|
False,|B-PER|,|O|,|Taps|,|Taps|
False,|B-ORG|,|O|,|DK|,|DK|
False,|O|,|B-ORG|,|Országgyűlés|,|Országgyűlés|
False,|I-LOC|,|O|,|tér|,|tér|
False,|B-MISC|,|O|,|Virtuális|,|Virtuális|
False,|I-MISC|,|O|,|Parlamenti|,|Parlamenti|
False,|I-MISC|,|O|,|séta|,|séta|
False,|B-MISC|,|O|,|Idegenforgalom|,|Idegenforgalom|
False,|I-MISC|,|O|,|:|,|:|
False,|I-MISC|,|O|,|idegenforgalom|,|idegenforgalom(kukac)parlament.hu|
False,|O|,|B-LOC|,|Országházlátogatás|,|Országházlátogatás|
False,|O|,|B-LOC|,|Weboldalunkon|,|Weboldalunkon|
