mind a 4 egyenlő-e,huspacy sima pos,huspacy tag (detailed pos),huspacy em ud tag,emagyar pos,huspacy token,emagyar token
False,|PROPN|,|PROPN|,|[]|,|NOUN|,ELNÖK,ELNÖK
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Kormányinfón|,|Kormányinfón|
False,|ADV|,|ADV|,|[]|,|PRON|,|így|,|így|
False,|DET|,|DET|,|[]|,|PRON|,|ezekre|,|ezekre|
False,|NOUN|,|NOUN|,|[]|,|NUM|,|tízmilliárdokra|,|tízmilliárdokra|
False,|AUX|,|AUX|,|[]|,|VERB|,|lenne|,|lenne|
False,|ADV|,|ADV|,|[]|,|ADV|,|le|,|le|
False,|ADV|,|ADV|,|[]|,|ADV|,|ki|,|ki|
False,|NOUN|,|PRON|,|[]|,|PRON|,|önök|,|önök|
False,|ADV|,|ADV|,|[]|,|PRON|,|akkor|,|akkor|
False,|PROPN|,|PROPN|,|[]|,|PROPN|,|Tiborcz|,|Tiborcz|
False,|NOUN|,|NOUN|,|[]|,|ADJ|,|elsők|,|elsők|
False,|ADV|,|ADV|,|[]|,|ADV|,|be|,|be|
False,|DET|,|PRON|,|[]|,|PRON|,|ebben|,|ebben|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Államtitkár|,|Államtitkár|
False,|NOUN|,|PRON|,|[]|,|PRON|,|önök|,|önök|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|PROPN|,|PROPN|,|[]|,|ADJ|,|Rezsivédelmi|,|Rezsivédelmi|
False,|PROPN|,|PROPN|,|[]|,|ADJ|,|Honvédelmi|,|Honvédelmi|
False,|ADV|,|ADV|,|[]|,|PRON|,|akkor|,|akkor|
False,|ADV|,|ADV|,|[]|,|PRON|,|miként|,|miként|
False,|ADV|,|ADV|,|[]|,|PRON|,|akkor|,|akkor|
False,|AUX|,|AUX|,|[]|,|VERB|,|vagyok|,|vagyok|
False,|NOUN|,|NOUN|,|[]|,|PRON|,|öntől|,|öntől|
False,|ADV|,|ADV|,|[]|,|PRON|,|miért|,|miért|
False,|NOUN|,|PRON|,|[]|,|PRON|,|önökhöz|,|önökhöz|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Taps|,|Taps|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|ELNÖK|,|ELNÖK|
False,|NOUN|,|NOUN|,|[]|,|ADJ|,|Tisztelt|,|Tisztelt|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Országgyűlés|,|Országgyűlés|
False,|PROPN|,|PRON|,|[]|,|NOUN|,|DR.|,|DR.|
False,|PROPN|,|PROPN|,|[]|,|ADJ|,|Miniszterelnöki|,|Miniszterelnöki|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Kabinetiroda|,|Kabinetiroda|
False,|NOUN|,|NOUN|,|[]|,|ADJ|,|Tisztelt|,|Tisztelt|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Ház|,|Ház|
False,|NOUN|,|NOUN|,|[]|,|ADJ|,|Tisztelt|,|Tisztelt|
False,|PROPN|,|PROPN|,|[]|,|PROPN|,|Sebián-Petrovszki|,|Sebián-Petrovszki|
False,|PROPN|,|PROPN|,|[]|,|PRON|,|Kinek|,|Kinek|
False,|PROPN|,|PROPN|,|[]|,|ADJ|,|Rezsivédelmi|,|Rezsivédelmi|
False,|PROPN|,|PROPN|,|[]|,|CONJ|,|és|,|és|
False,|PROPN|,|PROPN|,|[]|,|ADJ|,|Honvédelmi|,|Honvédelmi|
False,|DET|,|DET|,|[]|,|PRON|,|azoknak|,|azoknak|
False,|ADV|,|ADV|,|[]|,|PRON|,|Mint|,|Mint|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|PROPN|,|PROPN|,|[]|,|ADJ|,|Rezsivédelmi|,|Rezsivédelmi|
False,|PROPN|,|PROPN|,|[]|,|ADJ|,|Honvédelmi|,|Honvédelmi|
False,|NOUN|,|DET|,|[]|,|PRON|,|ön|,|ön|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|ADV|,|ADV|,|[]|,|PRON|,|ott|,|ott|
False,|ADV|,|ADV|,|[]|,|PRON|,|ahol|,|ahol|
False,|ADV|,|ADV|,|[]|,|PRON|,|ahol|,|ahol|
False,|ADV|,|ADV|,|[]|,|PRON|,|ott|,|ott|
False,|AUX|,|AUX|,|[]|,|VERB|,|lesz|,|lesz|
False,|ADV|,|ADV|,|[]|,|PRON|,|Így|,|Így|
False,|ADV|,|ADV|,|[]|,|ADV|,|fel|,|fel|
False,|DET|,|DET|,|[]|,|PRON|,|Minden|,|Minden|
False,|ADV|,|ADV|,|[]|,|PRON|,|ahogy|,|ahogy|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|ADV|,|ADV|,|[]|,|PRON|,|azért|,|azért|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Kaszinók|,|Kaszinók|
False,|ADV|,|PRON|,|[]|,|PRON|,|mekkora|,|mekkora|
False,|ADV|,|ADV|,|[]|,|PRON|,|ahol|,|ahol|
False,|ADV|,|ADV|,|[]|,|PRON|,|innen|,|innen|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Taps|,|Taps|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|ELNÖK|,|ELNÖK|
False,|PROPN|,|PROPN|,|[]|,|VERB|,|Megköszönöm|,|Megköszönöm|
False,|PROPN|,|PROPN|,|[]|,|PROPN|,|SEBIÁN-PETROVSZKI|,|SEBIÁN-PETROVSZKI|
False,|ADV|,|ADV|,|[]|,|ADJ|,|jól|,|jól|
False,|ADV|,|ADV|,|[]|,|PRON|,|akkor|,|akkor|
False,|DET|,|DET|,|[]|,|NUM|,|több|,|több|
False,|NOUN|,|PRON|,|[]|,|PRON|,|önök|,|önök|
False,|DET|,|DET|,|[]|,|ADJ|,|másik|,|másik|
False,|ADV|,|ADV|,|[]|,|ADV|,|elő|,|elő|
False,|NOUN|,|PRON|,|[]|,|PRON|,|önök|,|önök|
False,|ADV|,|ADV|,|[]|,|PRON|,|akkor|,|akkor|
False,|ADJ|,|ADJ|,|[]|,|NUM|,|összes|,|összes|
False,|NOUN|,|NOUN|,|[]|,|ADJ|,|többit|,|többit|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Államtitkár|,|Államtitkár|
False,|PRON|,|PRON|,|[]|,|NOUN|,|mást|,|mást|
False,|ADV|,|ADV|,|[]|,|PRON|,|annál|,|annál|
False,|DET|,|DET|,|[]|,|NUM|,|rengeteg|,|rengeteg|
False,|ADV|,|ADV|,|[]|,|ADV|,|be|,|be|
False,|ADV|,|ADV|,|[]|,|PRON|,|Itt|,|Itt|
False,|NOUN|,|PRON|,|[]|,|PRON|,|önök|,|önök|
False,|ADV|,|ADV|,|[]|,|PRON|,|valahogy|,|valahogy|
False,|ADV|,|ADV|,|[]|,|ADV|,|be|,|be|
False,|NOUN|,|PRON|,|[]|,|PRON|,|önök|,|önök|
False,|ADV|,|ADV|,|[]|,|PRON|,|így|,|így|
False,|ADJ|,|ADJ|,|[]|,|NOUN|,|valami|,|valami|
False,|ADV|,|ADV|,|[]|,|PRON|,|miért|,|miért|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|ADV|,|ADV|,|[]|,|PRON|,|aztán|,|aztán|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Taps|,|Taps|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|ELNÖK|,|ELNÖK|
False,|NOUN|,|NOUN|,|[]|,|ADJ|,|Tisztelt|,|Tisztelt|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Országgyűlés|,|Országgyűlés|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Dr.|,|Dr.|
False,|ADV|,|ADV|,|[]|,|PRON|,|így|,|így|
False,|PROPN|,|PRON|,|[]|,|NOUN|,|DR.|,|DR.|
False,|PROPN|,|PROPN|,|[]|,|ADJ|,|Miniszterelnöki|,|Miniszterelnöki|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Kabinetiroda|,|Kabinetiroda|
False,|NOUN|,|NOUN|,|[]|,|ADJ|,|Tisztelt|,|Tisztelt|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Úr|,|Úr|
False,|VERB|,|VERB|,|[]|,|NOUN|,|áthárítjáke|,|áthárítjáke|
False,|ADV|,|ADV|,|[]|,|PRON|,|ahogy|,|ahogy|
False,|ADJ|,|ADJ|,|[]|,|PRON|,|olyan|,|olyan|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|MOL-nak|,|MOL-nak|
False,|ADJ|,|ADJ|,|[]|,|NOUN|,|multi|,|multi|
False,|ADJ|,|ADJ|,|[]|,|PRON|,|olyan|,|olyan|
False,|ADV|,|PRON|,|[]|,|PRON|,|amiért|,|amiért|
False,|ADV|,|ADV|,|[]|,|ADV|,|be|,|be|
False,|ADV|,|ADV|,|[]|,|PRON|,|Ahol|,|Ahol|
False,|ADP|,|ADV|,|[]|,|PRON|,|emögött|,|emögött|
False,|ADV|,|ADV|,|[]|,|PRON|,|ott|,|ott|
False,|ADV|,|ADV|,|[]|,|ADV|,|ki|,|ki|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Taps|,|Taps|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|ELNÖK|,|ELNÖK|
False,|PROPN|,|PROPN|,|[]|,|VERB|,|Megköszönöm|,|Megköszönöm|
False,|NOUN|,|NOUN|,|[]|,|ADJ|,|Tisztelt|,|Tisztelt|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Országgyűlés|,|Országgyűlés|
False,|ADV|,|ADV|,|[]|,|PRON|,|Hogyan|,|Hogyan|
False,|PROPN|,|PRON|,|[]|,|NOUN|,|DR.|,|DR.|
False,|PROPN|,|NOUN|,|[]|,|ADJ|,|Tisztelt|,|Tisztelt|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Elnök|,|Elnök|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Úr|,|Úr|
False,|NOUN|,|NOUN|,|[]|,|ADJ|,|Tisztelt|,|Tisztelt|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Államtitkár|,|Államtitkár|
False,|NOUN|,|NOUN|,|[]|,|ADJ|,|Tisztelt|,|Tisztelt|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Országgyűlés|,|Országgyűlés|
False,|ADV|,|ADV|,|[]|,|ADV|,|soha|,|soha|
False,|DET|,|DET|,|[]|,|NUM|,|számos|,|számos|
False,|DET|,|PRON|,|[]|,|ADJ|,|egyik|,|egyik|
False,|NOUN|,|ADJ|,|[]|,|ADJ|,|legfontosabbat|,|legfontosabbat|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|OKFŐ|,|OKFŐ|
False,|ADV|,|ADV|,|[]|,|PRON|,|ahol|,|ahol|
False,|NOUN|,|NOUN|,|[]|,|ADJ|,|beutalóról|,|beutalóról|
False,|ADJ|,|ADJ|,|[]|,|PRON|,|ilyen|,|ilyen|
False,|AUX|,|AUX|,|[]|,|VERB|,|volt|,|volt|
False,|ADV|,|ADV|,|[]|,|PRON|,|akkor|,|akkor|
False,|INTJ|,|INTJ|,|[]|,|ADV|,|sajnos|,|sajnos|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Államtitkár|,|Államtitkár|
False,|ADV|,|ADV|,|[]|,|ADV|,|Előre|,|Előre|
False,|DET|,|PRON|,|[]|,|PRON|,|azt|,|azt|
False,|NOUN|,|NOUN|,|[]|,|PROPN|,|Gyurcsány-kormány|,|Gyurcsány-kormány|
False,|AUX|,|AUX|,|[]|,|VERB|,|volt|,|volt|
False,|NOUN|,|ADJ|,|[]|,|ADJ|,|ellátatlanok|,|ellátatlanok|
False,|ADV|,|ADV|,|[]|,|PRON|,|hogyan|,|hogyan|
False,|AUX|,|AUX|,|[]|,|VERB|,|fogja|,|fogja|
False,|DET|,|DET|,|[]|,|PRON|,|ezt|,|ezt|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Taps|,|Taps|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|ELNÖK|,|ELNÖK|
False,|NOUN|,|NOUN|,|[]|,|ADJ|,|Tisztelt|,|Tisztelt|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Országgyűlés|,|Országgyűlés|
False,|PROPN|,|PROPN|,|[]|,|ADJ|,|Rétvári|,|Rétvári|
False,|PROPN|,|PROPN|,|[]|,|PRON|,|Öné|,|Öné|
False,|PROPN|,|PROPN|,|[]|,|ADJ|,|RÉTVÁRI|,|RÉTVÁRI|
False,|DET|,|DET|,|[]|,|ADJ|,|egyik|,|egyik|
False,|ADV|,|ADV|,|[]|,|PRON|,|Amikor|,|Amikor|
False,|ADV|,|ADV|,|[]|,|PRON|,|akkor|,|akkor|
False,|ADJ|,|ADJ|,|[]|,|PRON|,|olyan|,|olyan|
False,|PROPN|,|PROPN|,|[]|,|NUM|,|17.20|,|17.20|
False,|PRON|,|PRON|,|[]|,|ADV|,|ugyanerre|,|ugyanerre|
False,|NOUN|,|NUM|,|[]|,|NUM|,|79-et|,|79-et|
False,|ADV|,|ADV|,|[]|,|PRON|,|Akkor|,|Akkor|
False,|AUX|,|AUX|,|[]|,|VERB|,|volt|,|volt|
False,|NOUN|,|NOUN|,|[]|,|NUM|,|ezerről|,|ezerről|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|ADV|,|NUM|,|[]|,|NUM|,|422-en|,|422-en|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|ADV|,|ADV|,|[]|,|PRON|,|Itt|,|Itt|
False,|NOUN|,|NOUN|,|[]|,|NUM|,|tízmilliókban|,|tízmilliókban|
False,|DET|,|DET|,|[]|,|NUM|,|egy-egy|,|egy-egy|
False,|ADJ|,|ADJ|,|[]|,|PRON|,|olyan|,|olyan|
False,|PRON|,|PRON|,|[]|,|ADJ|,|saját|,|saját|
False,|DET|,|DET|,|[]|,|PRON|,|minden|,|minden|
False,|ADV|,|ADV|,|[]|,|PRON|,|ugyanakkor|,|ugyanakkor|
False,|DET|,|DET|,|[]|,|PRON|,|ezekkel|,|ezekkel|
False,|DET|,|DET|,|[]|,|NUM|,|több|,|több|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|DET|,|DET|,|[]|,|ADJ|,|egyik|,|egyik|
False,|ADV|,|ADV|,|[]|,|ADV|,|leginkább|,|leginkább|
False,|ADV|,|ADV|,|[]|,|PRON|,|ezért|,|ezért|
False,|NOUN|,|PRON|,|[]|,|PRON|,|nekünk|,|nekünk|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|ADV|,|ADV|,|[]|,|PRON|,|ezáltal|,|ezáltal|
False,|ADV|,|ADV|,|[]|,|PRON|,|Ahogy|,|Ahogy|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|AUX|,|AUX|,|[]|,|VERB|,|volt|,|volt|
False,|DET|,|DET|,|[]|,|PRON|,|minden|,|minden|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|ADV|,|ADV|,|[]|,|PRON|,|Így|,|Így|
False,|ADV|,|ADV|,|[]|,|PRON|,|ahogy|,|ahogy|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|NOUN|,|PRON|,|[]|,|PRON|,|önnek|,|önnek|
False,|NOUN|,|NOUN|,|[]|,|ADJ|,|háromszorosánál|,|háromszorosánál|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Taps|,|Taps|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|ELNÖK|,|ELNÖK|
False,|NOUN|,|NOUN|,|[]|,|ADJ|,|Tisztelt|,|Tisztelt|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Országgyűlés|,|Országgyűlés|
False,|PROPN|,|PROPN|,|[]|,|PROPN|,|Koloman|,|Koloman|
False,|PROPN|,|PROPN|,|[]|,|ADJ|,|Jobbik|,|Jobbik|
False,|PROPN|,|PROPN|,|[]|,|PROPN|,|Támogatjae|,|Támogatjae|
False,|PROPN|,|PROPN|,|[]|,|PRON|,|Öné|,|Öné|
False,|PROPN|,|PRON|,|[]|,|NOUN|,|DR.|,|DR.|
False,|PROPN|,|PROPN|,|[]|,|PROPN|,|KOLOMAN|,|KOLOMAN|
False,|PROPN|,|PROPN|,|[]|,|ADJ|,|Jobbik|,|Jobbik|
False,|NOUN|,|NOUN|,|[]|,|ADJ|,|Tisztelt|,|Tisztelt|
False,|NOUN|,|NOUN|,|[]|,|ADJ|,|Tisztelt|,|Tisztelt|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Államtitkár|,|Államtitkár|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|ADV|,|ADV|,|[]|,|PRON|,|honnan|,|honnan|
False,|DET|,|DET|,|[]|,|NUM|,|néhány|,|néhány|
False,|ADJ|,|ADJ|,|[]|,|NOUN|,|határszélen|,|határszélen|
False,|DET|,|DET|,|[]|,|NUM|,|sok|,|sok|
False,|ADJ|,|ADJ|,|[]|,|ADV|,|gyakorlatilag|,|gyakorlatilag|
False,|DET|,|DET|,|[]|,|PRON|,|ebben|,|ebben|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|nemcsak|,|nemcsak|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|ADV|,|ADV|,|[]|,|PRON|,|Itt|,|Itt|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|ADV|,|ADV|,|[]|,|ADV|,|ki|,|ki|
False,|NOUN|,|NOUN|,|[]|,|ADJ|,|többivel|,|többivel|
False,|ADV|,|ADV|,|[]|,|PRON|,|aztán|,|aztán|
False,|ADV|,|ADV|,|[]|,|PRON|,|akkor|,|akkor|
False,|PROPN|,|PROPN|,|[]|,|ADJ|,|Európai|,|Európai|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Unió|,|Unió|
False,|ADV|,|ADV|,|[]|,|PRON|,|Itt|,|Itt|
False,|NOUN|,|NOUN|,|[]|,|PROPN|,|Kárpát-medencében|,|Kárpát-medencében|
False,|DET|,|PRON|,|[]|,|PRON|,|ez|,|ez|
False,|NOUN|,|DET|,|[]|,|PRON|,|Ezekre|,|Ezekre|
False,|ADV|,|ADV|,|[]|,|PRON|,|mikor|,|mikor|
False,|AUX|,|AUX|,|[]|,|VERB|,|volna|,|volna|
False,|ADV|,|ADV|,|[]|,|PRON|,|Aztán|,|Aztán|
False,|PROPN|,|PROPN|,|[]|,|PROPN|,|II.-t|,|II.-t|
False,|PROPN|,|PROPN|,|[]|,|ADJ|,|Jobbik|,|Jobbik|
False,|ADV|,|ADV|,|[]|,|PRON|,|ugyanakkor|,|ugyanakkor|
False,|AUX|,|VERB|,|[]|,|VERB|,|lenne|,|lenne|
False,|PROPN|,|PROPN|,|[]|,|PROPN|,|II.-t|,|II.-t|
False,|NOUN|,|NOUN|,|[]|,|ADJ|,|oroszokkal|,|oroszokkal|
False,|ADV|,|ADV|,|[]|,|PRON|,|Itt|,|Itt|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Taps|,|Taps|
False,|PROPN|,|PROPN|,|[]|,|ADJ|,|Jobbik|,|Jobbik|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|ELNÖK|,|ELNÖK|
False,|NOUN|,|NOUN|,|[]|,|ADJ|,|Tisztelt|,|Tisztelt|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Országgyűlés|,|Országgyűlés|
False,|PROPN|,|PRON|,|[]|,|NOUN|,|DR.|,|DR.|
False,|NOUN|,|NOUN|,|[]|,|ADJ|,|Tisztelt|,|Tisztelt|
False,|NOUN|,|NOUN|,|[]|,|ADJ|,|Tisztelt|,|Tisztelt|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Országgyűlés|,|Országgyűlés|
False,|NOUN|,|NOUN|,|[]|,|ADJ|,|Tisztelt|,|Tisztelt|
False,|ADV|,|ADV|,|[]|,|ADV|,|soha|,|soha|
False,|DET|,|NUM|,|[]|,|ADV|,|többet|,|többet|
False,|DET|,|PRON|,|[]|,|PRON|,|ez|,|ez|
False,|ADV|,|ADV|,|[]|,|PRON|,|amikor|,|amikor|
False,|ADV|,|ADV|,|[]|,|PRON|,|akkor|,|akkor|
False,|ADV|,|ADV|,|[]|,|PRON|,|Emellett|,|Emellett|
False,|ADJ|,|ADJ|,|[]|,|ADJ|,|krki|,|krki|
False,|NOUN|,|NOUN|,|[]|,|PROPN|,|LNG-terminálból|,|LNG-terminálból|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|ADV|,|ADV|,|[]|,|ADV|,|le|,|le|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|ADV|,|ADV|,|[]|,|PRON|,|Emellett|,|Emellett|
False,|ADV|,|ADV|,|[]|,|PRON|,|Ahogy|,|Ahogy|
False,|ADV|,|ADV|,|[]|,|PRON|,|ezért|,|ezért|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|is|,|is|
False,|AUX|,|AUX|,|[]|,|VERB|,|legyen|,|legyen|
False,|ADJ|,|ADJ|,|[]|,|ADV|,|gyakorlatilag|,|gyakorlatilag|
False,|NOUN|,|NOUN|,|[]|,|NOUN|,|napalem-kapacitás|,|napalem-kapacitás|
False,|ADV|,|ADV|,|[]|,|PRON|,|Ahogy|,|Ahogy|
False,|CCONJ|,|CCONJ|,|[]|,|ADV|,|szintén|,|szintén|
False,|ADV|,|ADV|,|[]|,|PRON|,|ezért|,|ezért|
False,|PROPN|,|PROPN|,|[]|,|ADJ|,|Európai|,|Európai|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Bizottság|,|Bizottság|
False,|ADJ|,|ADJ|,|[]|,|NOUN|,|megawatt|,|megawatt|
False,|DET|,|DET|,|[]|,|PRON|,|ezekben|,|ezekben|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Taps|,|Taps|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|ELNÖK|,|ELNÖK|
False,|PROPN|,|VERB|,|[]|,|VERB|,|Köszönöm|,|Köszönöm|
False,|NOUN|,|NOUN|,|[]|,|ADJ|,|Tisztelt|,|Tisztelt|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Országgyűlés|,|Országgyűlés|
False,|PROPN|,|PROPN|,|[]|,|PROPN|,|Komjáthi|,|Komjáthi|
False,|PROPN|,|PROPN|,|[]|,|PRON|,|Öné|,|Öné|
False,|PROPN|,|PROPN|,|[]|,|PROPN|,|KOMJÁTHI|,|KOMJÁTHI|
False,|NOUN|,|NOUN|,|[]|,|ADJ|,|Tisztelt|,|Tisztelt|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Államtitkár|,|Államtitkár|
False,|PROPN|,|PROPN|,|[]|,|PROPN|,|Normix|,|Normix|
False,|ADV|,|CCONJ|,|[]|,|CONJ|,|Ezért|,|Ezért|
False,|ADJ|,|ADJ|,|[]|,|PRON|,|olyan|,|olyan|
False,|ADJ|,|ADJ|,|[]|,|ADV|,|államilag|,|államilag|
False,|PROPN|,|PROPN|,|[]|,|PROPN|,|Normixra|,|Normixra|
False,|ADV|,|ADV|,|[]|,|CONJ|,|Így|,|Így|
False,|NOUN|,|ADJ|,|[]|,|ADJ|,|megkereső|,|megkereső|
False,|PRON|,|PRON|,|[]|,|NOUN|,|mást|,|mást|
False,|DET|,|DET|,|[]|,|NUM|,|több|,|több|
False,|SCONJ|,|SCONJ|,|[]|,|CONJ|,|hacsak|,|hacsak|
False,|PROPN|,|PROPN|,|[]|,|ADJ|,|Fentiekre|,|Fentiekre|
False,|PROPN|,|PROPN|,|[]|,|PROPN|,|Normix|,|Normix|
False,|ADV|,|ADV|,|[]|,|PRON|,|Mikor|,|Mikor|
False,|ADV|,|ADV|,|[]|,|ADV|,|vissza|,|vissza|
False,|ADV|,|ADV|,|[]|,|PRON|,|mikor|,|mikor|
False,|ADV|,|ADV|,|[]|,|ADV|,|be|,|be|
False,|PROPN|,|PROPN|,|[]|,|PROPN|,|Normix|,|Normix|
False,|ADV|,|ADV|,|[]|,|NUM|,|kétszer|,|kétszer|
False,|ADV|,|ADV|,|[]|,|PRON|,|Hogyan|,|Hogyan|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|ELNÖK|,|ELNÖK|
False,|NOUN|,|NOUN|,|[]|,|ADJ|,|Tisztelt|,|Tisztelt|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Országgyűlés|,|Országgyűlés|
False,|PROPN|,|PROPN|,|[]|,|ADJ|,|Rétvári|,|Rétvári|
False,|NOUN|,|NOUN|,|[]|,|PRON|,|öné|,|öné|
False,|PROPN|,|PROPN|,|[]|,|ADJ|,|RÉTVÁRI|,|RÉTVÁRI|
False,|NOUN|,|NOUN|,|[]|,|ADJ|,|Tisztelt|,|Tisztelt|
False,|NOUN|,|NOUN|,|[]|,|ADJ|,|Tisztelt|,|Tisztelt|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Ház|,|Ház|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Goodwill|,|Goodwill|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Kft.|,|Kft.|
False,|PROPN|,|PROPN|,|[]|,|PROPN|,|Normix|,|Normix|
False,|ADV|,|ADV|,|[]|,|PRON|,|ezért|,|ezért|
False,|ADV|,|ADV|,|[]|,|ADV|,|ki|,|ki|
False,|ADJ|,|ADJ|,|[]|,|ADJ|,|tb-támogatotti|,|tb-támogatotti|
False,|ADV|,|ADV|,|[]|,|PRON|,|azért|,|azért|
False,|PROPN|,|PROPN|,|[]|,|PROPN|,|NEAK|,|NEAK|
False,|AUX|,|AUX|,|[]|,|VERB|,|volna|,|volna|
False,|ADV|,|ADV|,|[]|,|PRON|,|így|,|így|
False,|ADV|,|ADV|,|[]|,|ADV|,|le|,|le|
False,|DET|,|PRON|,|[]|,|PRON|,|ezt|,|ezt|
False,|ADV|,|ADV|,|[]|,|PRON|,|ezért|,|ezért|
False,|PROPN|,|PROPN|,|[]|,|ADJ|,|Nemzeti|,|Nemzeti|
False,|PROPN|,|PROPN|,|[]|,|ADJ|,|Egészségbiztosítási|,|Egészségbiztosítási|
False,|PROPN|,|PROPN|,|[]|,|NOUN|,|Alapkezelő|,|Alapkezelő|
False,|ADJ|,|ADJ|,|[]|,|ADJ|,|támogatotti|,|támogatotti|
False,|PROPN|,|PROPN|,|[]|,|PROPN|,|NEAK|,|NEAK|
False,|PROPN|,|PROPN|,|[]|,|PROPN|,|NEAK|,|NEAK|
False,|ADV|,|ADV|,|[]|,|PRON|,|azért|,|azért|
False,|AUX|,|AUX|,|[]|,|VERB|,|volt|,|volt|
False,|PRON|,|PRON|,|[]|,|PRON|,|nekünk|,|nekünk|
False,|ADV|,|ADV|,|[]|,|ADV|,|elő|,|elő|
False,|NOUN|,|NOUN|,|[]|,|ADJ|,|hatóanyag-tartalmú|,|hatóanyag-tartalmú|
False,|PRON|,|PRON|,|[]|,|NOUN|,|más|,|más|
False,|AUX|,|AUX|,|[]|,|VERB|,|legyen|,|legyen|
False,|DET|,|DET|,|[]|,|PRON|,|ebben|,|ebben|
