huspacy ner == emagyar ner,husoacy ner,emagyar ner,huspacy token,emagyar token
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|ez|,|ez|
True,|O|,|O|,|hatalmas|,|hatalmas|
True,|O|,|O|,|nagy|,|nagy|
True,|O|,|O|,|szám|,|szám|
True,|O|,|O|,|.|,|.|
True,|O|,|O|,|Ennek|,|Ennek|
True,|O|,|O|,|következtében|,|következtében|
True,|O|,|O|,|teljesen|,|teljesen|
True,|O|,|O|,|érthető|,|érthető|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|hogy|,|hogy|
True,|O|,|O|,|nagyon|,|nagyon|
True,|O|,|O|,|sok|,|sok|
True,|O|,|O|,|okmány|,|okmány|
True,|O|,|O|,|érvényessége|,|érvényessége|
True,|O|,|O|,|lejárt|,|lejárt|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|és|,|és|
True,|O|,|O|,|sokan|,|sokan|
True,|O|,|O|,|nem|,|nem|
True,|O|,|O|,|is|,|is|
True,|O|,|O|,|tudták|,|tudták|
True,|O|,|O|,|megújítani|,|megújítani|
True,|O|,|O|,|.|,|.|
True,|O|,|O|,|Éppen|,|Éppen|
True,|O|,|O|,|ezért|,|ezért|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|kormány|,|kormány|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|veszélyhelyzet|,|veszélyhelyzet|
True,|O|,|O|,|elmúltával|,|elmúltával|
True,|O|,|O|,|úgy|,|úgy|
True,|O|,|O|,|döntött|,|döntött|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|hogy|,|hogy|
True,|O|,|O|,|’|,|’|
True,|O|,|O|,|22.|,|22.|
True,|O|,|O|,|június|,|június|
True,|O|,|O|,|30-áig|,|30-áig|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|tehát|,|tehát|
True,|O|,|O|,|ez|,|ez|
True,|O|,|O|,|év|,|év|
True,|O|,|O|,|június|,|június|
True,|O|,|O|,|30-áig|,|30-áig|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|lejárt|,|lejárt|
True,|O|,|O|,|igazolványok|,|igazolványok|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|vezetői|,|vezetői|
True,|O|,|O|,|engedélyek|,|engedélyek|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|útlevelek|,|útlevelek|
True,|O|,|O|,|meghosszabbítására|,|meghosszabbítására|
True,|O|,|O|,|további|,|további|
True,|O|,|O|,|lehetőséget|,|lehetőséget|
True,|O|,|O|,|ad|,|ad|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|illetve|,|illetve|
True,|O|,|O|,|nemcsak|,|nemcsak|
True,|O|,|O|,|hogy|,|hogy|
True,|O|,|O|,|lehetőséget|,|lehetőséget|
True,|O|,|O|,|ad|,|ad|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|hanem|,|hanem|
True,|O|,|O|,|ahhoz|,|ahhoz|
True,|O|,|O|,|is|,|is|
True,|O|,|O|,|segítséget|,|segítséget|
True,|O|,|O|,|nyújtott|,|nyújtott|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|kormány|,|kormány|
True,|O|,|O|,|az|,|az|
True,|O|,|O|,|elmúlt|,|elmúlt|
True,|O|,|O|,|időszakban|,|időszakban|
True,|O|,|O|,|és|,|és|
True,|O|,|O|,|én|,|én|
True,|O|,|O|,|köszönöm|,|köszönöm|
True,|O|,|O|,|szépen|,|szépen|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|kormányablakoknál|,|kormányablakoknál|
True,|O|,|O|,|dolgozók|,|dolgozók|
True,|O|,|O|,|munkáját|,|munkáját|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|hogy|,|hogy|
True,|O|,|O|,|május|,|május|
True,|O|,|O|,|végétől|,|végétől|
True,|O|,|O|,|június|,|június|
True,|O|,|O|,|végéig|,|végéig|
True,|O|,|O|,|öt|,|öt|
True,|O|,|O|,|héten|,|héten|
True,|O|,|O|,|keresztül|,|keresztül|
True,|O|,|O|,|nyitva|,|nyitva|
True,|O|,|O|,|maradt|,|maradt|
True,|O|,|O|,|és|,|és|
True,|O|,|O|,|valamennyi|,|valamennyi|
True,|O|,|O|,|kormányablaka|,|kormányablaka|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|illetve|,|illetve|
True,|O|,|O|,|vidéken|,|vidéken|
True,|O|,|O|,|további|,|további|
True,|O|,|O|,|120|,|120|
True,|O|,|O|,|kijelölt|,|kijelölt|
True,|O|,|O|,|kormányablak|,|kormányablak|
True,|O|,|O|,|.|,|.|
True,|O|,|O|,|Ezzel|,|Ezzel|
True,|O|,|O|,|nagyon|,|nagyon|
True,|O|,|O|,|sok|,|sok|
True,|O|,|O|,|hátrányt|,|hátrányt|
True,|O|,|O|,|be|,|be|
True,|O|,|O|,|tudtak|,|tudtak|
True,|O|,|O|,|hozni|,|hozni|
True,|O|,|O|,|.|,|.|
True,|O|,|O|,|A|,|A|
True,|O|,|O|,|kapacitások|,|kapacitások|
True,|O|,|O|,|megnyitásával|,|megnyitásával|
True,|O|,|O|,|lehetőséget|,|lehetőséget|
True,|O|,|O|,|biztosítottunk|,|biztosítottunk|
True,|O|,|O|,|arra|,|arra|
True,|O|,|O|,|az|,|az|
True,|O|,|O|,|állampolgároknak|,|állampolgároknak|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|hogy|,|hogy|
True,|O|,|O|,|aki|,|aki|
True,|O|,|O|,|akarja|,|akarja|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|veszélyhelyzet|,|veszélyhelyzet|
True,|O|,|O|,|alatt|,|alatt|
True,|O|,|O|,|lejárt|,|lejárt|
True,|O|,|O|,|személyi|,|személyi|
True,|O|,|O|,|okmányait|,|okmányait|
True,|O|,|O|,|kicserélhesse|,|kicserélhesse|
True,|O|,|O|,|.|,|.|
True,|O|,|O|,|Én|,|Én|
True,|O|,|O|,|befejezésül|,|befejezésül|
True,|O|,|O|,|még|,|még|
True,|O|,|O|,|annyit|,|annyit|
True,|O|,|O|,|tennék|,|tennék|
True,|O|,|O|,|hozzá|,|hozzá|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|hogy|,|hogy|
True,|O|,|O|,|akinek|,|akinek|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|jogosítványa|,|jogosítványa|
True,|O|,|O|,|járt|,|járt|
True,|O|,|O|,|le|,|le|
True,|O|,|O|,|még|,|még|
True,|O|,|O|,|most|,|most|
True,|O|,|O|,|is|,|is|
True,|O|,|O|,|megteheti|,|megteheti|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|annak|,|annak|
True,|O|,|O|,|jó|,|jó|
True,|O|,|O|,|hír|,|hír|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|hogy|,|hogy|
True,|O|,|O|,|ezt|,|ezt|
True,|O|,|O|,|meghosszabbíthatja|,|meghosszabbíthatja|
True,|O|,|O|,|(|,|(|
True,|O|,|O|,|Az|,|Az|
True,|O|,|O|,|elnök|,|elnök|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|csengő|,|csengő|
True,|O|,|O|,|megkocogtatásával|,|megkocogtatásával|
True,|O|,|O|,|jelzi|,|jelzi|
True,|O|,|O|,|az|,|az|
True,|O|,|O|,|időkeret|,|időkeret|
True,|O|,|O|,|lejártát|,|lejártát.|
huspacy,|O|,,|.|,
True,|O|,|O|,|)|,|)|
True,|O|,|O|,|online|,|online|
True,|O|,|O|,|módon|,|módon|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|magyarorszag.hu-n|,|magyarorszag.hu-n|
True,|O|,|O|,|keresztül|,|keresztül|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|és|,|és|
True,|O|,|O|,|ehhez|,|ehhez|
True,|O|,|O|,|nem|,|nem|
True,|O|,|O|,|kell|,|kell|
True,|O|,|O|,|más|,|más|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|mint|,|mint|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|háziorvos|,|háziorvos|
True,|O|,|O|,|által|,|által|
True,|O|,|O|,|kiállított|,|kiállított|
True,|O|,|O|,|orvosi|,|orvosi|
True,|O|,|O|,|alkalmassági|,|alkalmassági|
True,|O|,|O|,|eredmény|,|eredmény|
True,|O|,|O|,|.|,|.|
True,|O|,|O|,|Köszönöm|,|Köszönöm|
True,|O|,|O|,|szépen|,|szépen|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|kérdését|,|kérdését|
True,|O|,|O|,|.|,|.|
True,|O|,|O|,|(|,|(|
True,|O|,|O|,|Taps|,|Taps|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|kormánypártok|,|kormánypártok|
True,|O|,|O|,|padsoraiból|,|padsoraiból.|
huspacy,|O|,,|.|,
True,|O|,|O|,|)|,|)|
True,|O|,|O|,|ELNÖK|,|ELNÖK|
True,|O|,|O|,|:|,|:|
True,|O|,|O|,|Köszönöm|,|Köszönöm|
True,|O|,|O|,|szépen|,|szépen|
True,|O|,|O|,|államtitkár|,|államtitkár|
True,|O|,|O|,|úr|,|úr|
True,|O|,|O|,|válaszát|,|válaszát|
True,|O|,|O|,|.|,|.|
True,|O|,|O|,|Tisztelt|,|Tisztelt|
True,|O|,|O|,|!|,|!|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|képviselője|,|képviselője|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|kérdést|,|kérdést|
True,|O|,|O|,|kíván|,|kíván|
True,|O|,|O|,|feltenni|,|feltenni|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|belügyminiszternek|,|belügyminiszternek|
True,|O|,|O|,|:|,|:|
True,|O|,|O|,|„|,|„|
True,|O|,|O|,|Miért|,|Miért|
True,|O|,|O|,|nem|,|nem|
True,|O|,|O|,|veszik|,|veszik|
True,|O|,|O|,|végre|,|végre|
True,|O|,|O|,|komolyan|,|komolyan|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|pedagógusokat|,|pedagógusokat|
True,|O|,|O|,|?|,|?|
True,|O|,|O|,|”|,|”|
True,|O|,|O|,|címmel|,|címmel|
True,|O|,|O|,|.|,|.|
True,|O|,|O|,|Képviselő|,|Képviselő|
True,|O|,|O|,|asszony|,|asszony|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|öné|,|öné|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|szó|,|szó|
True,|O|,|O|,|.|,|.|
True,|O|,|O|,|(|,|(|
True,|O|,|O|,|):|,|):|
True,|O|,|O|,|Köszönöm|,|Köszönöm|
True,|O|,|O|,|szépen|,|szépen|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|szót|,|szót|
True,|O|,|O|,|.|,|.|
True,|O|,|O|,|Tisztelt|,|Tisztelt|
False,|O|,|B-ORG|,|Elnök|,|Elnök|
True,|O|,|O|,|!|,|!|
True,|O|,|O|,|Tisztelt|,|Tisztelt|
True,|O|,|O|,|!|,|!|
True,|O|,|O|,|A|,|A|
True,|O|,|O|,|múlt|,|múlt|
True,|O|,|O|,|héten|,|héten|
True,|O|,|O|,|ért|,|ért|
True,|O|,|O|,|véget|,|véget|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|pedagógusok|,|pedagógusok|
True,|O|,|O|,|egyik|,|egyik|
True,|O|,|O|,|legnehezebb|,|legnehezebb|
True,|O|,|O|,|tanéve|,|tanéve|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|ami|,|ami|
True,|O|,|O|,|adminisztrációs|,|adminisztrációs|
True,|O|,|O|,|háttérmunkában|,|háttérmunkában|
True,|O|,|O|,|még|,|még|
True,|O|,|O|,|július|,|július|
True,|O|,|O|,|elejéig|,|elejéig|
True,|O|,|O|,|tart|,|tart|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|de|,|de|
True,|O|,|O|,|effektív|,|effektív|
True,|O|,|O|,|tanórák|,|tanórák|
True,|O|,|O|,|már|,|már|
True,|O|,|O|,|nincsenek|,|nincsenek|
True,|O|,|O|,|.|,|.|
True,|O|,|O|,|Ezt|,|Ezt|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|tanévet|,|tanévet|
True,|O|,|O|,|és|,|és|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|tanárok|,|tanárok|
True,|O|,|O|,|kilátástalan|,|kilátástalan|
True,|O|,|O|,|helyzetét|,|helyzetét|
True,|O|,|O|,|értékelte|,|értékelte|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|évzáró|,|évzáró|
True,|O|,|O|,|rendezvénye|,|rendezvénye|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|ahová|,|ahová|
True,|O|,|O|,|az|,|az|
True,|O|,|O|,|oktatásért|,|oktatásért|
True,|O|,|O|,|felelős|,|felelős|
True,|O|,|O|,|minisztert|,|minisztert|
True,|O|,|O|,|is|,|is|
True,|O|,|O|,|meghívták|,|meghívták|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|ám|,|ám|
True,|O|,|O|,|ő|,|ő|
True,|O|,|O|,|nem|,|nem|
True,|O|,|O|,|tartotta|,|tartotta|
True,|O|,|O|,|arra|,|arra|
True,|O|,|O|,|érdemesnek|,|érdemesnek|
True,|O|,|O|,|az|,|az|
True,|O|,|O|,|egyik|,|egyik|
True,|O|,|O|,|legnagyobb|,|legnagyobb|
True,|O|,|O|,|pedagógus-szakszervezetet|,|pedagógus-szakszervezetet|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|hogy|,|hogy|
True,|O|,|O|,|részt|,|részt|
True,|O|,|O|,|vegyen|,|vegyen|
True,|O|,|O|,|az|,|az|
True,|O|,|O|,|eseményen|,|eseményen|
True,|O|,|O|,|.|,|.|
True,|O|,|O|,|Pedig|,|Pedig|
True,|O|,|O|,|hallhatta|,|hallhatta|
True,|O|,|O|,|volna|,|volna|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|hogy|,|hogy|
True,|O|,|O|,|milyen|,|milyen|
True,|O|,|O|,|elképesztő|,|elképesztő|
True,|O|,|O|,|kormányzati|,|kormányzati|
True,|O|,|O|,|elnyomásban|,|elnyomásban|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|milyen|,|milyen|
True,|O|,|O|,|ellenszélben|,|ellenszélben|
True,|O|,|O|,|álltak|,|álltak|
True,|O|,|O|,|helyt|,|helyt|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|tanárok|,|tanárok|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|tanítók|,|tanítók|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|az|,|az|
True,|O|,|O|,|oktatók|,|oktatók|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|2021/22-es|,|2021/22-es|
True,|O|,|O|,|tanévben|,|tanévben|
True,|O|,|O|,|.|,|.|
True,|O|,|O|,|Még|,|Még|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|tavalyi|,|tavalyi|
True,|O|,|O|,|tanévkezdés|,|tanévkezdés|
True,|O|,|O|,|előtt|,|előtt|
True,|O|,|O|,|könyöradományokkal|,|könyöradományokkal|
True,|O|,|O|,|alázták|,|alázták|
True,|O|,|O|,|meg|,|meg|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|nyári|,|nyári|
True,|O|,|O|,|táborokban|,|táborokban|
True,|O|,|O|,|gyermekeket|,|gyermekeket|
True,|O|,|O|,|üdültető|,|üdültető|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|felügyelő|,|felügyelő|
True,|O|,|O|,|pedagógusokat|,|pedagógusokat|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|hogy|,|hogy|
True,|O|,|O|,|aztán|,|aztán|
True,|O|,|O|,|néhány|,|néhány|
True,|O|,|O|,|héttel|,|héttel|
True,|O|,|O|,|később|,|később|
True,|O|,|O|,|jöhessen|,|jöhessen|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|következő|,|következő|
True,|O|,|O|,|pofon|,|pofon|
True,|O|,|O|,|:|,|:|
True,|O|,|O|,|bejelentése|,|bejelentése|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|beígért|,|beígért|
True,|O|,|O|,|pedagógusbér-emelés|,|pedagógusbér-emelés|
True,|O|,|O|,|elmaradásáról|,|elmaradásáról|
True,|O|,|O|,|.|,|.|
True,|O|,|O|,|A|,|A|
True,|O|,|O|,|következő|,|következő|
True,|O|,|O|,|támadásra|,|támadásra|
True,|O|,|O|,|pedig|,|pedig|
True,|O|,|O|,|idén|,|idén|
True,|O|,|O|,|márciusig|,|márciusig|
True,|O|,|O|,|kellett|,|kellett|
True,|O|,|O|,|várni|,|várni|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|amikor|,|amikor|
True,|O|,|O|,|az|,|az|
True,|O|,|O|,|önök|,|önök|
True,|O|,|O|,|kormánya|,|kormánya|
True,|O|,|O|,|ellehetetlenítette|,|ellehetetlenítette|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|majd|,|majd|
True,|O|,|O|,|megfenyegette|,|megfenyegette|
True,|O|,|O|,|az|,|az|
True,|O|,|O|,|ország|,|ország|
True,|O|,|O|,|szinte|,|szinte|
True,|O|,|O|,|összes|,|összes|
True,|O|,|O|,|pontján|,|pontján|
True,|O|,|O|,|sztrájkoló|,|sztrájkoló|
True,|O|,|O|,|pedagógusokat|,|pedagógusokat|
True,|O|,|O|,|.|,|.|
True,|O|,|O|,|Néhány|,|Néhány|
True,|O|,|O|,|nappal|,|nappal|
True,|O|,|O|,|ezelőtt|,|ezelőtt|
True,|O|,|O|,|pedig|,|pedig|
True,|O|,|O|,|érkezett|,|érkezett|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|hab|,|hab|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|tortára|,|tortára|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|ugyanis|,|ugyanis|
True,|O|,|O|,|online|,|online|
True,|O|,|O|,|kérdőívben|,|kérdőívben|
True,|O|,|O|,|fordultak|,|fordultak|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|tanárokhoz|,|tanárokhoz|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|amelyben|,|amelyben|
True,|O|,|O|,|egy|,|egy|
True,|O|,|O|,|szót|,|szót|
True,|O|,|O|,|sem|,|sem|
True,|O|,|O|,|szóltak|,|szóltak|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|fizetésekről|,|fizetésekről|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|pedagógusok|,|pedagógusok|
True,|O|,|O|,|megélhetéséről|,|megélhetéséről|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|tanárok|,|tanárok|
True,|O|,|O|,|lakhatási|,|lakhatási|
True,|O|,|O|,|körülményeiről|,|körülményeiről|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|arról|,|arról|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|hogy|,|hogy|
True,|O|,|O|,|hány|,|hány|
True,|O|,|O|,|pedagógusnak|,|pedagógusnak|
True,|O|,|O|,|kell|,|kell|
True,|O|,|O|,|pluszban|,|pluszban|
True,|O|,|O|,|még|,|még|
True,|O|,|O|,|másod-|,|másod-|
True,|O|,|O|,|és|,|és|
True,|O|,|O|,|harmadállást|,|harmadállást|
True,|O|,|O|,|vállalnia|,|vállalnia|
True,|O|,|O|,|.|,|.|
True,|O|,|O|,|Ha|,|Ha|
True,|O|,|O|,|ma|,|ma|
True,|O|,|O|,|egy|,|egy|
True,|O|,|O|,|fiatal|,|fiatal|
True,|O|,|O|,|úgy|,|úgy|
True,|O|,|O|,|dönt|,|dönt|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|hogy|,|hogy|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|pedagógushivatást|,|pedagógushivatást|
True,|O|,|O|,|választja|,|választja|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|akkor|,|akkor|
True,|O|,|O|,|biztos|,|biztos|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|hogy|,|hogy|
True,|O|,|O|,|anyagi|,|anyagi|
True,|O|,|O|,|gondokkal|,|gondokkal|
True,|O|,|O|,|fog|,|fog|
True,|O|,|O|,|szembenézni|,|szembenézni|
True,|O|,|O|,|.|,|.|
True,|O|,|O|,|De|,|De|
True,|O|,|O|,|önök|,|önök|
True,|O|,|O|,|nemhogy|,|nemhogy|
True,|O|,|O|,|nem|,|nem|
True,|O|,|O|,|akarják|,|akarják|
True,|O|,|O|,|emelni|,|emelni|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|pedagógusok|,|pedagógusok|
True,|O|,|O|,|fizetését|,|fizetését|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|de|,|de|
True,|O|,|O|,|meg|,|meg|
True,|O|,|O|,|sem|,|sem|
True,|O|,|O|,|hallgatják|,|hallgatják|
True,|O|,|O|,|az|,|az|
True,|O|,|O|,|alulfizetett|,|alulfizetett|
True,|O|,|O|,|tanárokat|,|tanárokat|
True,|O|,|O|,|.|,|.|
True,|O|,|O|,|úr|,|úr|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|elnök|,|elnök|
True,|O|,|O|,|úr|,|úr|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|és|,|és|
True,|O|,|O|,|mondhatom|,|mondhatom|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|hogy|,|hogy|
True,|O|,|O|,|miniszter|,|miniszter|
True,|O|,|O|,|úr|,|úr|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|hiszen|,|hiszen|
True,|O|,|O|,|neki|,|neki|
True,|O|,|O|,|szól|,|szól|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|kérdés|,|kérdés|
True,|O|,|O|,|:|,|:|
True,|O|,|O|,|miért|,|miért|
True,|O|,|O|,|nem|,|nem|
True,|O|,|O|,|veszik|,|veszik|
True,|O|,|O|,|végre|,|végre|
True,|O|,|O|,|legalább|,|legalább|
True,|O|,|O|,|egy|,|egy|
True,|O|,|O|,|délután|,|délután|
True,|O|,|O|,|erejéig|,|erejéig|
True,|O|,|O|,|komolyan|,|komolyan|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|magyar|,|magyar|
True,|O|,|O|,|pedagógusokat|,|pedagógusokat|
True,|O|,|O|,|?|,|?|
True,|O|,|O|,|Miért|,|Miért|
True,|O|,|O|,|nem|,|nem|
True,|O|,|O|,|vett|,|vett|
True,|O|,|O|,|részt|,|részt|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|miniszter|,|miniszter|
True,|O|,|O|,|úr|,|úr|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|évzáró|,|évzáró|
True,|O|,|O|,|rendezvényén|,|rendezvényén|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|miután|,|miután|
True,|O|,|O|,|ő|,|ő|
True,|O|,|O|,|kormányának|,|kormányának|
True,|O|,|O|,|közoktatásért|,|közoktatásért|
True,|O|,|O|,|felelőse|,|felelőse|
True,|O|,|O|,|?|,|?|
True,|O|,|O|,|Köszönöm|,|Köszönöm|
True,|O|,|O|,|szépen|,|szépen|
True,|O|,|O|,|.|,|.|
True,|O|,|O|,|Várom|,|Várom|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|választ|,|választ|
True,|O|,|O|,|.|,|.|
True,|O|,|O|,|(|,|(|
True,|O|,|O|,|Taps|,|Taps|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|és|,|és|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|padsoraiból|,|padsoraiból.|
huspacy,|O|,,|.|,
True,|O|,|O|,|)|,|)|
True,|O|,|O|,|ELNÖK|,|ELNÖK|
True,|O|,|O|,|:|,|:|
True,|O|,|O|,|Köszönöm|,|Köszönöm|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|képviselő|,|képviselő|
True,|O|,|O|,|asszony|,|asszony|
True,|O|,|O|,|.|,|.|
True,|O|,|O|,|Tisztelt|,|Tisztelt|
False,|O|,|B-ORG|,|Országgyűlés|,|Országgyűlés|
True,|O|,|O|,|!|,|!|
True,|O|,|O|,|A|,|A|
True,|O|,|O|,|kérdésre|,|kérdésre|
True,|O|,|O|,|államtitkár|,|államtitkár|
True,|O|,|O|,|úr|,|úr|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|miniszterhelyettes|,|miniszterhelyettes|
True,|O|,|O|,|válaszol|,|válaszol|
True,|O|,|O|,|.|,|.|
True,|O|,|O|,|Öné|,|Öné|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|szó|,|szó|
True,|O|,|O|,|.|,|.|
True,|O|,|O|,|belügyminisztériumi|,|belügyminisztériumi|
True,|O|,|O|,|államtitkár|,|államtitkár|
True,|O|,|O|,|:|,|:|
True,|O|,|O|,|Köszönöm|,|Köszönöm|
True,|O|,|O|,|szépen|,|szépen|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|szót|,|szót|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|elnök|,|elnök|
True,|O|,|O|,|úr|,|úr|
True,|O|,|O|,|.|,|.|
True,|O|,|O|,|Tisztelt|,|Tisztelt|
False,|O|,|B-ORG|,|Képviselő|,|Képviselő|
False,|O|,|I-ORG|,|Asszony|,|Asszony|
True,|O|,|O|,|!|,|!|
True,|O|,|O|,|Tisztelt|,|Tisztelt|
True,|O|,|O|,|!|,|!|
True,|O|,|O|,|Az|,|Az|
True,|O|,|O|,|ön|,|ön|
True,|O|,|O|,|felszólalása|,|felszólalása|
True,|O|,|O|,|tipikusan|,|tipikusan|
True,|O|,|O|,|egy|,|egy|
True,|O|,|O|,|olyan|,|olyan|
True,|O|,|O|,|felszólalás|,|felszólalás|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|aminek|,|aminek|
True,|O|,|O|,|az|,|az|
True,|O|,|O|,|elsőtől|,|elsőtől|
True,|O|,|O|,|az|,|az|
True,|O|,|O|,|utolsó|,|utolsó|
True,|O|,|O|,|betűig|,|betűig|
True,|O|,|O|,|minden|,|minden|
True,|O|,|O|,|részét|,|részét|
True,|O|,|O|,|cáfolni|,|cáfolni|
True,|O|,|O|,|lehet|,|lehet|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|talán|,|talán|
True,|O|,|O|,|nem|,|nem|
True,|O|,|O|,|is|,|is|
True,|O|,|O|,|elég|,|elég|
True,|O|,|O|,|rá|,|rá|
True,|O|,|O|,|két|,|két|
True,|O|,|O|,|perc|,|perc|
True,|O|,|O|,|.|,|.|
True,|O|,|O|,|Az|,|Az|
True,|O|,|O|,|önök|,|önök|
True,|O|,|O|,|teljesítménye|,|teljesítménye|
True,|O|,|O|,|és|,|és|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|mi|,|mi|
True,|O|,|O|,|teljesítményünk|,|teljesítményünk|
True,|O|,|O|,"|,|","|,|"
True,|O|,|O|,|ha|,|ha|
True,|O|,|O|,|összehasonlítjuk|,|összehasonlítjuk|
True,|O|,|O|,|a|,|a|
True,|O|,|O|,|pedagógusok|,|pedagógusok|
True,|O|,|O|,|kapcsán|,|kapcsán|
True,|O|,|O|,|.|,|.|
True,|O|,|O|,|Önök|,|Önök|
